listing_type,"Entire place
Entire places are best if you're seeking a home away from home. With an entire place, you'll have the whole space to yourself. This usually includes a bedroom, a bathroom, a kitchen, and a separate, dedicated entrance. Hosts should note in the description if they'll be on the property or not (ex: ""Host occupies first floor of the home""), and provide further details on the listing.

Private rooms
Private rooms are great when you prefer a little privacy, yet still value a local connection. When you book a private room, you'll have your own private room for sleeping and may share some spaces with others. You might need to walk through indoor spaces that another host or guest may occupy to get to your room.

Hotel rooms
Whether private or shared, hotel rooms provide a level of service and hospitality associated with traditional hotels. The rooms are available in boutique or lifestyle hotels, hostels, bed and breakfasts, or similar properties. They typically include vibrant common areas and rooms with unique touches.

Shared rooms
Shared rooms are for when you don't mind sharing a space with others. When you book a shared room, you'll be sleeping in a space that is shared with others and share the entire space with other people. Shared rooms are popular among flexible travelers looking for new friends and budget-friendly stays."
listing_selfcheck,"Self check-in means guests can access a place without needing the Host to be there. Any time after their designated check-in time on their arrival date, guests can conveniently gain access via:

A key lockbox
A smartlock
A keypad
A key or access via the building staff, such as a doorperson or front desk attendant, who must be available 24/7 to do so"
listing_instant,"Instant Book listings allow you to book immediately without needing to send a request to the Host for approval, provided you’ve completed your account setup.

There’s no additional fee, and it’s especially convenient for last-minute trips. Simply filter your search to show only Instant Book listings and book away!"
listing_tag,"When browsing the reviews for a particular listing, you may notice that some reviews contain tags identifying the type of stay a guest had. These tags were designed to help you find reviews that may be relevant for your trip.

The tags that you may find on listings are:

LONG STAY: stays where the guest(s) stayed for at least 28 days
WEEKEND TRIP: reviews of weekend stays that started on a Friday or Saturday and ended on a Sunday
LAST MINUTE TRIP: any stays booked less than 2 days in advance
GROUP TRIP: reviews of stays with at least 4 adults and no children or infants
FAMILY TRIP: review of stays with at least one child or infant.
These tags may or may not be displayed depending on the search options you’ve chosen for your particular stay."
listing_wifi,"To find out the wifi speed at a listing:

Go to the What this place offers section
Next to Wifi, you’ll find the download speed in Mbps. If the wifi is greater than 50 Mbps, you’ll see Fast wifi instead of Wifi
If you go to Show all amenities and scroll to the Internet and office section, next to Wifi, you’ll see more details about what activities different speeds can generally support"
listing_monthly,"Listings that are highlighted in the Monthly stays section of Airbnb meet these criteria.

Accept longer stays
These listings must be available for bookings of 28 days or more.

Essential amenities for living
These listings have been outfitted with amenities that accommodate longer trips, including:

Kitchen
Wifi
Essentials (toilet paper, soap, towels, bed linens, and pillows)
Discounted monthly pricing and deferred payments
Staying for 28 nights or more opens up new discounted rates for your stay. Listings that are included in Monthly stays must either provide a discount for or be priced exclusively for 28 days or longer.

Guests staying for 28 days or longer are able to pay for their stay on a monthly basis."
listing_nonrefund,"A non-refundable option is a discount that lets you book at a lower price but can’t be canceled for a full refund unless you have an extenuating circumstance. Hosts can offer it on top of other discounts like monthly or weekly discounts.

The discounted price is the one you’ll see in search results and will be available for booking until:

1 day before desired check-in for Flexible cancellation listings
5 days before desired check-in for Moderate cancellation listings
14 days before desired check-in for Strict cancellation listings"
listing_license,"Some cities require Hosts to obtain a license or registration number to list their places on Airbnb. The corresponding field on their listing allows them to show that number for compliance. 

Not every city requires this, so the absence of a registration number does not mean the Host is not compliant—they’re just not required to register. 

Instead of number, you might find another message in that field:  

City registration pending: The Host has started the registration process but hasn’t been granted a license or registration number yet—it’s totally fine to book these listings 
Exempt: The listing is exempt from registration for reasons determined by the city—these listings are also perfectly fine to book "
wishlist_save,"We’ll help you keep track of all the wonderful things you discover on Airbnb. Simply click or tap the Heart  on any Experience or place to stay that you want to keep top of mind.

You’ll have the option to create and name a new wishlist or add it to an existing wishlist.
"
wishlist_share,"Click your Profile and go to your Wishlist?
Select the wishlist you want to share
Click the three dots 
Click Send invite and choose how you want to share your wishlist
To remove access to the wishlist, select the person’s profile picture in the list and click or tap Remove."
wishlist_share_friend,"You can invite someone to the wishlist by sending them an email or sms, or via social media, or just by copying a link. One thing to note: Anyone with a link to your wishlist can view it. However, those who view it won’t see your name as the Wishlist author and can't add or remove Airbnb listings from the wishlist."
wishlist_share_display,"You can invite someone to the wishlist by sending them an email or sms, or via social media, or just by copying a link. One thing to note: Anyone with a link to your wishlist can view it. However, those who view it won’t see your name as the Wishlist author and can't add or remove Airbnb listings from the wishlist."
wishlist_remove,"Click your Profile and go to your Wishlist?
Select the wishlist you want to share
Click the three dots 
Click Delete this wishlist, confirm your choice and then click Delete"
book_new,"It’s tempting to go straight into search, but first things first: Complete your profile. This gives potential Hosts a chance to learn about you while reviewing your trip requests. Be sure to verify your ID and include a profile photo, too—some Hosts require them.

When searching for a place, include your dates and number of guests to get the most accurate pricing.

Carefully review the following for each listing:

Description
Photos
Reviews
House rules
Amenities
Cancellation policy
Feel free to message the Host with any additional questions—they’ll typically respond within 24 hours.

Once you’ve settled on a place, book it! Each Host has their own style: Some are happy to let you book instantly, while others require you to send a request for approval. Learn how to book and what to expect."
book_ff,"You can’t book on their behalf unless you're staying together. 

We require all personal travel reservations to be booked by the guests themselves because Hosts rely on reading their profiles, reviews, and other verifications during the approval process."
book_work,"If your company is enrolled in Airbnb for Work, you can designate people to book trips on behalf of others."
book_visit,"To help ensure the safety and privacy of guests and Hosts, complete your booking before asking to visit. We only release contact information after reservations are confirmed.

Additionally, be sure to keep all booking, messaging, and financial transactions directly on the Airbnb website or app.

There are plenty of ways to get a clear idea of a place without visiting the property:

Review the listing carefully and message the Host with specific questions
Check out their profile verifications
Read reviews for more detail
Browse verified photos"
book_split,"Split stays is a feature that allows you to split longer stays between 2 different listings. Each split stay pairs 2 consecutive stays for the span of your dates, allowing you to explore different listings, neighborhoods, or even different destinations, during your trip.

When searching for a stay with dates of a week or more, split stays automatically appear at the end of your search results in the All listings category if there are less than 300 listings that meet your search criteria. Just scroll down to see a range of options to split your trip between 2 listings that are relatively close to each other."
book_splithow,"Click on a split stay card in your result.
It will open up a similar listing experience and you'll be able to click into each of the 2 listings presented on the same screen. You'll be able to see all of the details of each listing as you normally would.
Click into either of the listings and start the checkout process.
Complete the checkout process for the first listing. Once that listing is reserved, you’ll be guided to complete the second listing."
book_splitTC,"If you only want to book one of the listings in the stay, you can complete the checkout for one of the listings and then exit the checkout for the other listing.
The first listing will remain reserved under your account. You can then choose to search for alternative listings for your remaining dates.
Split stays do not allow you to edit the dates during the checkout process. If you want to edit the dates, you can open up that listing separately, adjust those dates, and book that listing separately as you normally would. You’ll be removed from the split stay option."
book_beforeb,"Introduce yourself. Share your bio in your profile and verify your identity. Hosts like to know who you are and might be more likely to accept your request.
Make sure it’s a match. Examine the photos, reviews, and house rules to ensure the space and hosting style suit your needs.
Say hello. Feel free to contact the Host with any questions."
book_beforet,"Talk to your Host. Communicate your expectations and special needs clearly.
Give them a heads up. Let them know if you’re likely to be late for check-in."
book_after,"Leave a review. Always leave an honest review for your Host. They’ll be invited to do the same for you.
Be constructive. Let them know what you liked, what needs work, and don't hesitate to sing their praises if you want to!"
aircover,"AirCover protects you from many issues that might come up during your stay—like the heat going out in winter—but it doesn’t include more minor inconveniences, like a broken toaster. 

If an issue does come up during your stay, we recommend you reach out to your Host first to see if they can readily resolve it. If they can’t, you have 72 hours from when you first discover the problem to contact us and we’ll look into it. If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or, depending on the circumstances, find you a similar or better place to stay. "
aircover_rule,"AirCover is a comprehensive protection program included for free with every booking. It includes our Rebooking and Refund Policy, a dedicated 24-hour Safety Line, and other kinds of essential support.

AirCover protects you from high severity travel issues that could come up during your stay, including:

If your Host cancels your reservation within 30 days of your check-in date
If you can’t get into your listing, and your Host can’t help you get in
If the Host, another person, or a pet is in the space during your stay, and it wasn’t mentioned in the listing description
If the listing is uninhabitable at check-in because of cleanliness, safety, or health reasons
If the listing description wasn’t accurate about significant things. For example, if the home is missing major advertised amenities (like a refrigerator), it’s a different type of home, or it has the wrong number of bedrooms
If an issue does come up during your stay, you’ll first need to reach out to your Host to see if they can easily resolve it. If they can’t, just contact us within 72 hours of discovering the problem. If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or, depending on the circumstances, find you a similar or better place to stay."
book_requirements,"Before booking a stay or an Experience, we may ask for a government ID or that you verify your identity. We will need to know some basic information—which we don't share with Hosts or anybody else. We also encourage profile photos, and some Hosts may require them, but profile photo's aren't displayed until after a booking is confirmed.

We need your:

Full name
Email address
Confirmed phone number
Payment information
Your Host may ask for: 

Brief introductory message 
Agreement to house rules"
age_requirement,"We all love to wander the world, but it’s against our Terms of Service for anyone under the age of 18 to create an account to travel or host.
"
child_travel,"Many of our Hosts pride themselves on creating spaces for memorable family vacations. And some Hosts specify that their space may not be safe or suitable for children or infants. Everything should be in the listing details, but feel free to message the Host if you have questions. 

Let the Host know who’s coming—including infants and children—when making a trip request. While infants (children under 2 years old) don’t often incur any extra costs, some Hosts count children as guests, which can add an additional guest fee to the reservation."
accesibility_animal,"Service Animal: A dog or miniature horse that is individually trained to do work or perform tasks for people with disabilities.

What we allow:
Guests are allowed to be accompanied by service animals during a stay or Experience and are not required to disclose the presence of a service animal before booking. A Host may qualify for an exemption in certain circumstances — for instance, if the service animal directly threatens their health or safety.
Hosts are only allowed to ask the following about a guest’s need for a service animal:
Whether the guest requires their service animal because of a disability
What work or task the service animal has been trained to perform
What we don’t allow:
When a guest is accompanied by a service animal, Hosts are not allowed to:
Refuse a reservation
Charge pet fees or other additional fees
Apply differential treatment
Use discriminatory language
Hold guests to different rules
A guest’s service animal must not be:
Out of control
Unhousebroken
Left alone at the listing without prior approval
Allowed into areas that are considered unauthorized to the guest
Allowed in a public space without being harnessed, leashed, or tethered and not under the guest’s control
If you’re in Brazil, Hosts are allowed to ask the following about a guest’s need for a service animal:

Request information to appropriately identify and distinguish a service animal from any other emotional dog/pet
Identification card and identification plate issued by the training center or self-employed instructor containing the following information:
ID card
Tutor's and Animal's name
Name of the training center or instructor
Training Center's CNPJ or instructor's CPF
Tutor's and animal's photo
Plate
Tutor's and Animal's name
Name of the training center or instructor
Training Center's CNPJ or instructor's CPF
Request the animal updated vaccination card, with proof of multiple and anti-rabies vaccination, signed by a veterinarian registered with the regulatory body of the profession.
The tutor also needs to have animal equipment, consisting of a collar, leash, and harness with a handle.
Emotional Support Animal: An animal that provides companionship, relieves loneliness, or helps with depression, anxiety, or certain phobias but is not required to have special training to perform tasks that assist people with disabilities

What we allow:
Unless the reservation is a stay in New York or California (USA) or another location where applicable law prohibits it:
Hosts may charge pet fees for a guest who is traveling with an emotional support animal
Hosts are allowed to decline the presence of emotional support animals from a stay or Experience
What we don’t allow:
For jurisdictions where Hosts are required to accept emotional support animals (unless the Host has an exemption) a Host cannot:
Charge pet fees, decline a guest, or apply different rules, treatment, or behavior to a guest traveling with an emotional support animal
Ask for information or documentation about a guest’s emotional support animal beyond the questions outlined above for service animals
For jurisdictions where Hosts are required to accept emotional support animals, a guest’s emotional support animal must not be:
Out of control
Unhousebroken
Left alone at the listing without prior approval
Allowed into areas that are considered unauthorized to the guest
Allowed in a public space without being harnessed, leashed, or tethered and not under the guest’s control"
book_cn,"All travelers staying in an Airbnb listing in the People’s Republic of China (which for these purposes, excludes Hong Kong, Macau, and Taiwan) (“China”) have to provide information similar to that which other hospitality companies in China have collected for decades. This is one step we are taking as we explore ways to help our hosts and guests follow appropriate rules and regulations. 

Airbnb operates our business in China (which for these purposes, exclude Hong Kong, Macau and Taiwan) (“China”) through Airbnb Internet (Beijing) Co., Ltd. (“Airbnb China”).

If you don't reside in China:

If you don't reside in China and you inquire about or confirm a booking for services in China, information you provided will be transferred to, stored, used, and processed by Airbnb China, such as:

Your name, phone number, and email address
Booking and check-in/out information including city, dates, times, payment amount, listing address and publicly available data about your listing
Messages between you and the host
The names, nationality(ies), gender, date of birth, passport/national ID details (including type of ID, ID number and passport expiry date) of all guest(s) staying in the listing, including yourself
Information derived from the information you provided above (e.g. city as part of your address) or your use or interaction with the Airbnb Platform to inquire about or confirm a booking for services in China (e.g. the date or time a message was sent or booking was confirmed).
Chinese government agencies require Airbnb China to disclose host and listing information relating to China listings, as well as guest booking and check-in/out information relating to reservations in China. Similar to other hospitality companies that do business in China, Airbnb China will disclose your information above to Chinese government agencies without further notice to you. Your information may be further shared with service providers (including in China) to help run our business. Our service providers may also disclose your information where required by law. Please refer to our Privacy Policy and our China Privacy Policy to learn more about our privacy practices.

If you reside in China:

If you reside in China, your information is stored, used, and processed by Airbnb China. If you inquire about or confirm a booking for services in China, information you provided will be stored, used, and processed by Airbnb China, such as:

Your name, phone number, and email address
Booking and check-in/out information including city, dates, times, payment amount, listing address and publicly available data about your listing
Messages between you and the host
The names, nationality(ies), gender, date of birth, passport/national ID details (including type of ID and ID number) and passport expiry date(s) of all guest(s) staying in the listing, including yourself
Information derived from the information you provided above (e.g. city as part of your address) or your use or interaction with the Airbnb Platform to inquire about or confirm a booking for services in China (e.g. the date or time a message was sent or booking was confirmed).
Chinese government agencies require Airbnb China to disclose host and listing information relating to China listings, and guest booking and check-in/out information relating to reservations in China. Similar to other hospitality companies that do business in China, Airbnb China will disclose your information above to Chinese government agencies without further notice to you. Your information may be further shared with service providers (including in China) to help run our business. Our service providers may also disclose your information where required by law. "
book_emergency,"In some instances following a crisis event, Airbnb.org activates a program which allows people who have been impacted to request emergency housing directly. In these instances, you’ll find an article in Airbnb’s Press Room with information about the event and a link where you can submit a request.

You’ll need to log into or create an Airbnb account, confirm your eligibility address, answer a few questions, and agree to certain terms.

After you submit your request, Airbnb.org may get in touch to check on additional details. Airbnb.org aims to review all submissions within 24 hours. If your information can’t be verified or it doesn’t meet Airbnb.org’s eligibility criteria, you’ll receive an email to let you know.

In other instances, people must be referred or assisted by an Airbnb.org nonprofit partner or other organization in order to book or utilize a stay. In these instances, it is not possible for individuals to apply for emergency housing directly.

If you’re approved, you'll receive an email inviting you to browse available Airbnb.org stays. Here are a few tips to keep in mind:

Read the email invitation carefully. It’ll outline how to book a stay and the dates for which you can book.
Make sure the place is a good fit. Check the listing details—number of bedrooms, amenities, and photos.
Make sure your stay meets the program requirements. If it doesn’t, it'll be canceled according to the Host's cancellation policy.
Need more info? If you have any questions, click or tap Contact host on the listing page."
contact,"You can check out the listing and click or tap Contact Host to send a message. Pro tip: If you want to ask about specific reservation details, enter the dates and number of guests for your trip before hitting Contact Host (you won’t be able to send a message unless you have dates selected)."
inv_book,"So, you’ve got some dates in mind and you found a place you’re interested in. You message the Host and they reply with an invitation to book. Great news—this means that the place is available and the Host wants to seal the deal.

What’s next? All you have to do is click Book Now in the message thread, add your payment information, and click Confirm. You’ll be all set.

Not quite ready? You have 24 hours to decide if you want to book for those dates and that price. If you wait longer, the guest fees may change, or the Host may accept another booking, as they are able to invite many potential guests."
pre_approve,"A pre-approval is a way for a host to let you know if their listing is available for the dates you’ve inquired about. Once you're pre-approved, you can automatically book your reservation for those dates without waiting for another response from your host.

Keep in mind that when a host sends you a pre-approval, your booking isn’t confirmed until you’ve clicked Book It in your message thread and added your payment information. Hosts can send pre-approvals to multiple potential guests, so if you’ve found the perfect space, make sure to complete the booking process as soon as possible.

You have 24 hours to accept a pre-approval before it expires. If more than 24 hours have passed, you can still accept the pre-approval, but your host will need to approve your request before your booking is confirmed."
accept,"Go to your Inbox and open your Host’s message
Review the details of your pre-approval or special offer and click or tap Book now
Next, click Reserve and review your payment info
Click or tap Confirm and pay"
special_offer,Host chooses a custom price (or other details) and invites you to book with the new details. You’ll have 24 hours to accept the special offer.
contract,"Some Hosts ask guests to sign contracts or rental agreements. This is so the Host can legally enforce certain rules protecting themselves and their property.

You should be made aware of this requirement before you book, and you’re not obliged to sign anything. If you’re not comfortable with it, you can discuss it with the Host or find another place to stay.

If you made a reservation and then the Host tells you about the contract, you can decline to sign it and ask your Host to cancel your reservation."
listing_instanthow,"Go to the listing and click Check availability
Select dates, number of guests, then click Reserve
If you are shown Confirm and pay, you can book instantly
If you are shown Request to book, you can add payment info, review the policies and terms, and message the host before you submit

If you booked instantly, you’re good to go. If you sent a request, your Host will typically respond within 24 hours. In the meantime, we may ask you to verify your identity—some Hosts require it, and it helps us ensure the safety of our community.

In everywhere but India, if the Host accepts your request, you’ll be charged for the reservation. If they decline or don’t respond within 24 hours, there's no charge and you’ll be free to book a different stay instead.

For guests paying in Indian rupees, you'll be charged for the reservation when you request to book. If your request expires or is declined by the Host, we'll immediately refund you in full, which can take up to 10 days, depending on your bank."
cancel,"First, check the status of your request. If the Host has already accepted it, then it’s subject to their cancellation policy. If it’s still pending, you can cancel, and you won’t be charged for the reservation or the service fees.
The simplest way is to find the message thread with your Host in your Inbox and select Withdraw request. Otherwise:
1. Go to Trips and click Show more trip plans
2. For a reservation that says Pending Host approval, click Cancel reservation
3. Click Cancel request/reservation"
check_reservation,"Your reservation status keeps you updated on all kinds of things, such as whether you're confirmed or need to do something like verify your ID or leave a review. To check it, either find the message thread with the Host in your inbox, or go to Trips and click or tap Show more trip plans, then Show details.

A Confirmed status means you’re good to go! You’ll receive an email saying so, along with a text (SMS) and a push notification if you have those set up. "
book_diff,"For Instant Book listings, your reservation is automatically confirmed. If you used the Request to book button, Hosts have 24 hours to respond. If they decline or don’t respond, no worries: You won’t be charged and are free to book a different stay. Either way, be sure your account is up to date with valid payment information and your verified ID (Some Hosts require it.)"
reserve_status,"Arriving today
The guest will arrive within 24 hours.

Arriving tomorrow
The guest will arrive soon, but not within 24 hours.

Arrives in __ days
The guest will be checking within said number of days. Now’s a good time to print reservation details and coordinate check-in if you haven’t already.

Awaiting guest ID
The Host is requiring the guest to verify their identity before accepting the trip request. They have 12 hours to do so; otherwise, the request will expire.

Awaiting guest review
The guest has checked out and has 14 days to write a review of their stay.

Awaiting payment
The trip request was accepted, but the guest's payment hasn’t gone through. The reservation can’t be confirmed until payment is complete, so they have 24 hours to update their payment information. Otherwise, the reservation will be canceled without penalty.

Learn more about reservations that are awaiting payment.

Canceled
The reservation was cancelled, probably because:

The guest didn’t verify their identity within the 12-hour time period
Their payment didn’t go through and they didn't update their payment info within 24 hours
Canceled by you/guest/Host/Airbnb
Either the Host, the guest, or Airbnb canceled a confirmed reservation. Sometimes, Airbnb may cancel on behalf of a Host or guest.

Checking out today
The guest will check out within 24 hours.

Change pending
Either the Host or guest has initiated a trip change.

Confirmed
The trip request was accepted, either by the Host or automatically via Instant Book. Airbnb has collected payment.

Currently hosting
The guest is on their trip at this very moment. Nice!

Invite expired
The guest did not accept their pre-approved invitation to book within 24 hours of receiving it from the Host. They can still book the place, but they’ll need to send a new trip request.

Invite sent
The Host has invited the guest to book the dates shown with automatic confirmation. The guest has 24 hours to accept by choosing Book Now.

Not possible
The requested dates are no longer available. This could happen for several reasons, including reservation overlap or a recent update to the Host’s calendar.

Offer expired
The guest received a special offer from the Host but didn’t accept it within the 24-hour window.

Past guest
The guest as completed their trip.

Request declined
The Host declined the guest’s trip request, so they won’t be charged.

Request expired
Either the Host or the guest took longer than 24 hours to accept or decline the request. If the guest is still interested, they’ll need to send a new request. Get more detail on declined or expired requests.

Request withdrawn
The guest sent a trip request but then decided to cancel it.

Review guest
The trip is over, and the Host has 14 days to leave a review for the guest.

Special offer sent
The Host has invited the guest to book the dates shown at a different price from what’s listed. Hosts often do this to offer a discount or add an additional amount, such as a pet fee, to the reservation. The guest has 24 hours to accept by choosing Book Now—at which point, the reservation is automatically accepted.

Trip changed by Airbnb
Our customer support team has changed the trip details on behalf of the Host or guest.

Trip change declined
The Host has declined the guest’s request to change details about their trip.

Trip change requested
The guest has requested to change details about their trip. If the Host doesn't accept, they’ll have to go with the original plan or cancel.

Trip change sent
The Host has requested to change details about their trip. If the guest doesn’t accept, they’ll have to go with the original plan or cancel.

Trip declined
Guest asked a trip question and the Host declined it, which means the guest is not able to send a trip request. This may be due to a change in their availability.

Inquiry
The guest has asked a question about specific dates but hasn't yet sent a trip request. In order to maintain their response rate, we encourage Hosts to write back within 24 hours and invite guests to book, decline, or send a special offer before the inquiry expires. If your status says “Inquiry - expires soon,” check the Today dashboard to find out how many hours you have to respond before it’s too late. Learn more about contacting Hosts."
contact_no_reply,"Most Hosts respond within a few hours, but time zones and lack of internet access might slow things down. In the meantime, try reaching out to other Hosts in the area. Just be careful not to send more than one trip request for the same dates to ensure you don’t end up double booked.

Don’t want to wait for a Host response? Try Instant Book listings—they allow you to book immediately without needing to send a request to the Host for approval, provided you’ve completed your account setup."
contact_when,"Hosts have 24 hours to accept or decline your request, but the vast majority reply within 12 hours. Chances are, it’ll be even quicker: More than half of all trip requests are accepted within one hour of the Host reading it.

You can check the status of your trip request any time you like, but you’ll also receive email updates when things change.

When a Host confirms your request, your payment will be processed and collected in full by Airbnb. If they decline or let it expire, you won’t be charged and you’re free to book a different stay.

Need more info from your Host? You can use your Inbox to message the Host or go to your Trips."
change_pending,"Change of plans? No problem. As long your reservation status is still Pending, you can withdraw your request and send a new one: Just go to your message thread with the Host and select ?Withdraw request, or you can go to Trips and cancel a pending trip request. 

After that, simply send a new request with your updated details. 

After you’ve canceled or withdrawn the request, you can then send a new request with your changed dates or number of guests."
book_experience,"It’s easy to book—just find the Experiences section on the Airbnb website or app. You can choose a specific city and dates, or browse through all experiences. Keep in mind, experience availability is set by the individual Host.

Need a great staycation activity? You don’t need to have a home booked on Airbnb in order to book an experience."
book_mexperience,You can book as many experiences as you can handle! Just cross-check schedules to avoid booking experiences that overlap.
book_oexperience,"You can book an online Experience the same way you'd book an in-person one. Just be sure you can access Zoom via your desktop, tablet, or mobile device."
book_oexperience_price,"Online Experiences are priced per person, and you’ll be asked to book a spot for each person joining the Experience. However, if a Host is open to multiple guests joining per device, they will let you know on their Experience page under What You’ll Do and How to Participate."
book_oexperience_ccrefund,"You can cancel up to 7 days before start time or within 24 hours of booking. And you can change a reservation up to 72 hours before the Experience begins. Cancellations and changes have the same policies for both online and in-person Airbnb Experiences.

You’re eligible for a full refund if there are any technical difficulties, such as audio or video issues, on your own device or the Host’s device during an online Experience."
book_oexperience_attend,"You’ll learn everything you need to know in your confirmation email, but you can also check the How to participate and Guest requirements sections of the Experience page.
To find the Zoom link for your online Experience, go to:

Your confirmation email
Your reminder email
Trips, included in your reservation information"
book_oexperience_report,"If you come across any inappropriate content, contact Airbnb’s community support and report it. Provide as much information as possible and we’ll investigate the issue."
experience_include,"Every experience is different, so it’s a good idea to carefully review what is and isn’t included before you book.

For instance, you’d need to know if drinks are included in your tasting experience, or if you’ll need to pay for the special exhibit at a museum tour.

Hosts add this info to the experience page. Check the What’s included or What I’ll provide section to find out what to expect.

Accommodations are typically not included with single-day experiences. Multi-day adventures do include lodging, meals, and activities."
experience_group,"When you find the Experience that you want to book, check if the Book for a private group option is available. You can also contact the Host to learn if they can host your group privately or customize the Experience for your group. Just be aware that whether a Host offers private groups is at the Host’s discretion

If your group makes a reservation and the total amount that you’d pay for that reservation exceeds the Host’s minimum price, then your group will pay the higher amount."
experience_inv,"If you book an experience, you can send all the additional guests an invitation link that will prompt them to click or tap Claim Your Seat. Once they do, they’ll have all the benefits of being added to the reservation.

One important thing: The people you invite must have an Airbnb account in order to use the Claim Your Seat feature.

After you’ve completed your booking:

Go to Trips and find your experience under the Upcoming tab
Click or tap More details
Scroll down to Copy invite link
Send the link to people in your group
Once they click or tap Claim Your Seat, your guests will get:

A confirmation email with their reservation details and a Zoom link to sign into the event. (Don’t worry! The email won’t display pricing information, that’s between you and the Host).
Access to a direct message thread with the Host, as well as a group message thread with the other attendees (including you as the booker).
The option to leave a review after the experience is over.
If you need to increase the group size (the more, the merrier!), you’ll always have the option to add more guests before the experience begins under Manage Reservation—depending on what your experience host can accommodate."
age_requirement_experience,"We all love to gain new experiences, but it’s against our Terms of Service for anyone under the age of 18 to book or host an experience."
accesibility,"Enter your destination and desired date(s)
Once your search results show, click Filters 
Click Choose accessibility features
Select any features you'll need to enjoy an Experience and click Save"
claim_seat,"You’ll receive an email from the person who booked the experience. That email will include an invite link, and that link will prompt you to click or tap Claim Your Seat.

Claiming your seat is kind of like RSVPing. Once you claim your seat, you’ll have access to essential information and important features that will enable you to thoroughly enjoy the experience.

One important thing: You’ll need to have an Airbnb account to use the Claim Your Seat feature."
experience_changereq,"Go to the Experience you want and click Contact Host
Click Request a specific date
Select a date, a time frame, and the number of guests
Review your request and then click Send request
The Host will review the reservation details and decide if they can fit you into their schedule. 

If they confirm, you can complete the booking through a message in your inbox
If they can’t accommodate you, you can try to work together to find a mutually good time "
